route_id,module_tags,total_runs,full_runs,full_failed_runs,full_flaky_runs,log_signal_runs,log_failed_runs,log_flaky_runs,failed_runs,flaky_runs,attempt_failures,pass_rate,failed_runs_macos,failed_runs_windows,last_outcome,last_failed_at,top_error_signature
automation-source-run-now-pending-recvlDs380y29e.spec.ts :: Automation source-detail run-now pending state (recvlDs380y29e) > disables the source-detail run-now button and shows Running while a run is in flight,automation,580,579,1,0,580,2,0,2,0,4,0.9983,1,1,passed,2026-07-08T18:47:45Z,Error: expect(locator).toBeDisabled() failed
automation-source-run-now-pending-recvlDs380y29e.spec.ts :: Automation source-detail run-now pending state (recvlDs380y29e) > keeps the source-detail run-now button actionable while idle,automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
automation-status-select-shared-component-recvkYh1ka0cQy.spec.ts :: 新建日程「当前状态」下拉框与同级组件一致 (recvkYh1ka0cQy) > 当前状态使用共享 AutomationFieldSelect，与 trustLevel 同构,automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
automation-subscribe-button-styled.spec.ts :: 自动化日历工具栏：订阅日历按钮样式 > 点击其他工具栏操作后订阅日历仍保持主操作样式,automation,592,579,0,0,592,13,0,13,0,13,1.0000,8,5,passed,2026-06-04T21:31:52Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
automation-subscribe-button-styled.spec.ts :: 自动化日历工具栏：订阅日历按钮样式 > 订阅日历保持区别于新建日程的主操作按钮样式,automation,592,579,0,0,592,13,0,13,0,13,1.0000,8,5,passed,2026-06-04T21:31:52Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
automation-tab-restore-recvoyRdzvCxAJ.spec.ts :: FloatSchedule tab restore (recvoyRdzvCxAJ) > restores FloatSchedule as the active page after app reload,automation;calendar,5,5,0,0,5,0,0,0,0,0,1.0000,0,0,passed,,
automation-task-completion-notification-opens-session-recvmNnLmsSmuM.spec.ts :: automation task completion notification navigation (recvmNnLmsSmuM) > opens the automation run session when the completion notification click is routed,automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
automation-today-agenda-scroll-recvlhEtJ3yAJl.spec.ts :: Today agenda scroll with guardian expanded (recvlhEtJ3yAJl) > 展开日程准备后，「今天」列表滚到底仍可向上回滚（scrollTop 能回到 0）,automation,595,579,0,0,595,16,0,16,0,16,1.0000,10,6,passed,2026-06-16T15:35:35Z,Error: expect(locator).toBeVisible() failed
automation-today-agenda-scroll-recvlhEtJ3yAJl.spec.ts :: Today agenda scroll with guardian expanded (recvlhEtJ3yAJl) > 鼠标停在右侧固定头部时，反向滚轮仍能把详情从底部滚回顶部,automation,15,15,0,0,15,0,0,0,0,0,1.0000,0,0,passed,,
automation-toolbar-button-visual-height-recvkDqJZSnAUC.spec.ts :: 自动化日历工具栏：四按钮可见高度一致 (recvkDqJZSnAUC) > 分段组按钮与独立按钮高度互相一致（不出现 36px vs 40px 分裂）,automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
automation-toolbar-button-visual-height-recvkDqJZSnAUC.spec.ts :: 自动化日历工具栏：四按钮可见高度一致 (recvkDqJZSnAUC) > 新建日程/订阅日历/日程准备/刷新呈现同一可见按钮高度,automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
"automation-trigger-picker-panel-position-recvm291kG8EBg.spec.ts :: Automation start-time picker panel position (recvm291kG8EBg) > expands the time options directly under the start-time field, above the status field",automation,580,579,0,0,580,0,1,0,1,1,1.0000,0,0,passed,,TimeoutError: electron.launch: Timeout 120000ms exceeded.
automation-trigger-picker-panel-position-recvm291kG8EBg.spec.ts :: Automation start-time picker panel position (recvm291kG8EBg) > keeps the panel glued to the start-time button (gap stays tight),automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
"automation-trigger-timing-semantic-recvkDRNbYbG6Z.spec.ts :: automation trigger timing semantic display (recvkDRNbYbG6Z) > relative-start trigger renders semantic text, never raw ""-60 分钟 / minutes relative to""",automation,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
"background-process-startup-diagnostics-recvnhiMDoBhwo.spec.ts :: background process startup diagnostics (recvnhiMDoBhwo) > surfaces pid, exit code, and stdout/stderr when a Combo service exits during startup",app-shell,581,579,0,1,581,0,3,0,3,3,0.9983,0,0,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-chrome-login-state-import.spec.ts :: Browser Settings - Chrome Login State Import > imports login cookies through the create/import flow only after explicit user action,browser,616,579,0,4,616,17,24,17,24,41,0.9931,0,17,flaky,2026-06-28T07:42:10Z,Error: expect(locator).toHaveCount(expected) failed
browser-chrome-login-state-import.spec.ts :: Browser Settings - Chrome Login State Import > imports selected site cookies only after explicit user action,browser,8,0,0,0,8,6,2,6,2,8,,5,1,failed,2026-06-23T23:30:51Z,Error: spawnSync <path> ENOENT
browser-claim-return.spec.ts :: Browser claim return lifecycle > active AI-claimed page remains the only browser WebContentsView in the main window (recvlVWVSg6jnU),browser,586,579,0,1,586,2,6,2,6,8,0.9983,2,0,passed,2026-07-24T08:54:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-claim-return.spec.ts :: Browser claim return lifecycle > agent-owned links that open a new tab remain usable by the same agent session,browser,616,579,0,28,616,5,60,5,60,67,0.9516,2,3,flaky,2026-07-24T08:54:02Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-claim-return.spec.ts :: Browser claim return lifecycle > browser downloads use a unique save path instead of opening the native overwrite dialog,browser,631,579,0,35,631,16,71,16,71,90,0.9396,2,14,passed,2026-07-24T08:54:02Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-claim-return.spec.ts :: Browser claim return lifecycle > claimed tab close confirmation is clickable above the native browser view,browser,593,579,0,0,593,3,11,3,11,14,1.0000,2,1,passed,2026-07-24T08:54:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"browser-claim-return.spec.ts :: Browser claim return lifecycle > fill, keyboard, and click tools handle pure numeric payloads and button names",browser,581,579,0,1,581,2,1,2,1,3,0.9983,2,0,passed,2026-07-24T08:54:02Z,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject
browser-claim-return.spec.ts :: Browser claim return lifecycle > inject_script can execute a local file with params without sending script body through MCP,browser,581,579,0,0,581,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject
browser-claim-return.spec.ts :: Browser claim return lifecycle > inject_script returns timeout instead of leaving the browser tool pending forever,browser,594,579,0,0,594,3,12,3,12,15,1.0000,2,1,passed,2026-07-24T08:54:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-claim-return.spec.ts :: Browser claim return lifecycle > open alias creates a new AI tab without overwriting the current tab,browser,581,579,0,0,581,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject
browser-claim-return.spec.ts :: Browser claim return lifecycle > user can hand an existing unclaimed tab to the active agent session,browser,615,579,0,0,615,26,10,26,10,36,1.0000,2,24,passed,2026-07-24T08:54:02Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-claim-return.spec.ts :: Browser claim return lifecycle > user can return a taken-over AI tab and a reconnected MCP client keeps using it,browser,594,579,0,1,594,4,12,4,12,16,0.9983,3,1,passed,2026-07-24T08:54:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-close-confirm-overlay-recvpklnrFiw4U.spec.ts :: Browser close confirmation overlays WebContentsView (recvpklnrFiw4U) > closing a claimed browser tab detaches the native view before showing a clickable confirm dialog,browser,138,137,0,0,138,1,0,1,0,1,1.0000,1,0,passed,2026-07-23T20:02:56Z,Error: expect(locator).toBeVisible() failed
browser-file-url-system-open-recviVYISq5ixW.spec.ts :: Browser file:// navigation handoff (recviVYISq5ixW) > browser:navigate hands local image files to shell.openPath instead of loading file:// in BrowserView,browser,586,579,0,1,586,1,7,1,7,8,0.9983,0,1,passed,2026-06-25T18:35:48Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-force-desktop-viewport-pan-recvoFYvIe4idm.spec.ts :: Browser forced desktop viewport horizontal pan (recvoFYvIe4idm) > narrow forced desktop viewport can pan to the right and disables pan when the setting is off,browser,234,231,0,0,234,1,2,1,2,3,1.0000,0,1,passed,2026-07-09T06:29:05Z,"Error: electronApplication.evaluate: Execution context was destroyed, most likely because of a navigation."
browser-force-desktop-viewport.spec.ts :: Browser Settings - Force Desktop Viewport > toggle exists in browser settings and can be enabled,browser,632,579,0,12,632,14,51,14,51,66,0.9793,10,4,passed,2026-06-28T09:29:48Z,Error: Timed out waiting for popup menu window
browser-fullscreen-toggle-recvoAYgoBHKLe.spec.ts :: Browser fullscreen toggle (recvoAYgoBHKLe) > browser fullscreen event enters fullscreen and toggle or ESC exits with chrome restored,browser,444,444,0,1,444,0,1,0,1,1,0.9977,0,0,passed,,
browser-fullscreen-topmost-recvpUwkUQaH8l.spec.ts :: Browser fullscreen topmost surface (recvpUwkUQaH8l) > F11 fullscreen covers sibling panels and both F11 and Escape restore browser chrome,browser,16,16,0,0,16,0,0,0,0,0,1.0000,0,0,passed,,
"browser-input-shield-ready-recvnVdxDRPQOA.spec.ts :: browser claimed input guard (recvpUwfifkr6h) > keeps the page visible, blocks direct user input, and allows Browser MCP input",browser,2,2,0,0,2,0,0,0,0,0,1.0000,0,0,passed,,
browser-input-shield-ready-recvnVdxDRPQOA.spec.ts :: browser input shield readiness (recvnVdxDRPQOA) > AI-claimed browser content keeps one native page view and a loaded transparent shield window,browser,579,577,0,0,579,2,0,2,0,2,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> address bar suggestions from history and bookmarks,browser,597,579,0,1,597,4,15,4,15,19,0.9983,0,4,passed,2026-06-28T09:29:48Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> enter fullscreen from popup menu -> toolbar hidden -> exit with ESC,browser,0,0,0,0,0,0,0,0,0,0,,0,0,skipped,,
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> open bookmarks from toolbar icon,browser,626,579,0,18,626,9,56,9,56,66,0.9689,0,9,passed,2026-07-20T19:39:49Z,Error: Timed out waiting for bookmarks panel window
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> browser panel -> open settings via popup menu (main process),browser,675,579,1,12,675,56,53,56,53,114,0.9775,44,12,passed,2026-07-09T22:26:53Z,Error: expect(locator).toBeVisible() failed
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> first browser panel open -> import guidance shows interactive import choices,browser,589,579,0,0,589,5,5,5,5,10,1.0000,0,5,passed,2026-06-26T07:18:12Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-journeys.spec.ts :: Browser Journeys (Routes) > workspace -> first browser panel open -> skip import guidance,browser,591,579,0,0,591,3,9,3,9,12,1.0000,0,3,passed,2026-06-28T06:47:46Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
browser-leftmost-collapsed-sidebar-toggle-recvkYrUrn0PpV.spec.ts :: browser leftmost + collapsed sidebar toggle (recvkYrUrn0PpV) > reserve is not applied when the browser is not the leftmost panel,browser,589,579,0,1,589,0,11,0,11,11,0.9983,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
browser-leftmost-collapsed-sidebar-toggle-recvkYrUrn0PpV.spec.ts :: browser leftmost + collapsed sidebar toggle (recvkYrUrn0PpV) > show-sidebar-button stays above the native browser view when browser is leftmost,browser,601,579,0,1,601,10,13,10,13,23,0.9983,9,1,passed,2026-06-25T23:01:29Z,Error: Timeout 10000ms exceeded while waiting on the predicate
browser-load-error-state-recvoMMeZhHQmO.spec.ts :: browser load error state (recvoMMeZhHQmO) > shows a retryable error state instead of a blank native view when page load fails,browser,384,384,0,1,384,0,1,0,1,1,0.9974,0,0,passed,,"Error: EPERM: operation not permitted, open '<path>"
"browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac, recvozMK6cq8Nq) > continues bounded automatic retries while a transient outage is still recovering",browser,332,332,0,0,332,0,0,0,0,0,1.0000,0,0,passed,,
"browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac, recvozMK6cq8Nq) > recovers transient main-frame failures without a manual refresh",browser,444,444,0,0,444,0,0,0,0,0,1.0000,0,0,passed,,
"browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac, recvozMK6cq8Nq) > stops after one automatic retry and exposes the manual retry state",browser,112,112,0,0,112,0,0,0,0,0,1.0000,0,0,passed,,
browser-load-failure-auto-recovery-recvmLLwSPj3Ac.spec.ts :: Browser load failure auto recovery (recvmLLwSPj3Ac) > recovers transient main-frame failures without a manual refresh,browser,136,135,0,0,136,1,0,1,0,1,1.0000,0,1,passed,2026-06-25T22:56:12Z,Error: expect(received).toBe(expected) <path> Object.is equality
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF) > downloaded update notification detaches the browser WebContentsView until dismissed,browser,133,133,0,0,133,0,0,0,0,0,1.0000,0,0,passed,,
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF) > system notification toast detaches the browser WebContentsView until dismissed,browser,135,133,0,1,135,0,3,0,3,3,0.9925,0,0,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > downloaded update notification detaches the browser WebContentsView until dismissed,browser,448,446,0,2,448,0,4,0,4,4,0.9955,0,0,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > force update modal detaches the browser WebContentsView while blocking the app,browser,448,446,0,2,448,0,4,0,4,4,0.9955,0,0,passed,,Error: expect(received).toBe(expected) <path> Object.is equality
browser-notification-overlay-recvnVdtx1AdMF.spec.ts :: Browser native view is hidden behind global notification overlays (recvnVdtx1AdMF/recvoB7BDhIXl8) > system notification toast detaches the browser WebContentsView until dismissed,browser,449,446,0,1,449,0,4,0,4,5,0.9978,0,0,passed,,"Error: EPERM: operation not permitted, open '<path>"
browser-panel-toggle-detach-recvmAxP5iK2eZ.spec.ts :: browser panel sibling toggles (recvmAxP5iK2eZ) > closing browser after toggling sibling panels removes the native browser view,browser,619,579,0,0,619,30,10,30,10,40,1.0000,21,9,passed,2026-06-28T06:47:46Z,Error: expect(received).toBeGreaterThan(expected)
browser-profile-import-actions-hidden-recvod4qNmokcw.spec.ts :: Browser profile import actions hidden (recvod4qNmokcw) > hides preview import and manual select buttons in the create/import dialog,browser,32,32,0,0,32,0,0,0,0,0,1.0000,0,0,passed,,
browser-profile-import.spec.ts :: Browser profile import > discovers local browser profiles before manual folder selection,browser,627,579,0,2,627,31,19,31,19,50,0.9965,0,31,passed,2026-07-22T12:42:51Z,Error: expect(locator).toBeVisible() failed
browser-profile-import.spec.ts :: Browser profile import > shows Safari Full Disk Access guidance when protected profile data cannot be read,browser,300,298,0,2,300,0,4,0,4,4,0.9933,0,0,skipped,,Error: Timed out waiting for popup menu window
browser-profile-import.spec.ts :: Browser profile import > updates the selected browser configuration without creating a new one,browser,588,579,0,9,588,0,18,0,18,18,0.9845,0,0,passed,,Error: Timed out waiting for popup menu window
browser-settings-responsive-recvnwcRaoh31O.spec.ts :: Browser settings responsive layout (recvnwcRaoh31O) > stacks setting controls when the browser panel is manually narrowed,browser,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
browser-settings-return-rec20260623-0552.spec.ts :: Browser settings return restores WebContentsView (recvnl8u5fXlXM) > reattaches the webpage after returning from Browser settings despite a late internal-page hide,browser,589,579,0,10,589,0,20,0,20,21,0.9827,0,0,flaky,,Error: expect(locator).toBeVisible() failed
browser-slow-load-compositor-repaint.spec.ts :: Browser slow-load compositor repaint > repaints an already-active native view after the main document finishes loading,browser,113,112,0,0,113,0,1,0,1,1,1.0000,0,0,passed,,"Error: electronApplication.evaluate: Execution context was destroyed, most likely because of a navigation."
browser-tab-close-panel-overflow-rec27a0Ih242yr.spec.ts :: browser tab close layout (rec27a0Ih242yr) > closing a non-active tab does not affect the visible browser panel,browser,590,579,0,0,590,1,10,1,10,11,1.0000,0,1,passed,2026-06-28T06:47:46Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
